Telefone,Cidade,Bairro,Nome,Website,E-mail,E-mail2
+55 27 99844-6740,Vila Velha,Itapoã,Barbearia Léo Jubini,,,
+55 27 3534-6369,Vila Velha,Itapoã,Barbearia Gedeon,,,
+55 27 99995-4400,Vila Velha,Itapoã,Barbearia Don Geovane,,,
+55 27 99579-4322,Vila Velha,Itapoã,Barbearia Tio Bigode,,,
undefined,Vila Velha,Itapoã,Barbearia Don Aranttes,,,
+55 27 99687-8721,Vila Velha,Glória,Barbearia do Edy,,,
+55 27 99873-8572,Vila Velha,Glória,O'Bill Barbearia,https://www.instagram.com/obillbarbearia/,,
+55 27 99805-7013,Vila Velha,Glória,Barbearia Badaró,,,
+55 997886439,Vila Velha,Glória,Barbearia Balestrero,,,
+55 27 98869-3400,Vila Velha,Glória,Barbearia último opção,,,
+55 27 99631-0451,Vila Velha,Glória,JULIU'S BARBEARIA,https://www.instagram.com/julius.barbearia/?igshid=na5mlxc7lztt,,
+55 27 99582-8224,Vila Velha,Glória,Barbershop Elegance,https://www.instagram.com/barbershop.elegance.oficial/,,
+55 27 98854-1504,Vila Velha,Glória,Barbearia Capitão Vinicius,,,
+55 27 98121-5381,Vila Velha,Glória,Senna Barbearia,https://www.instagram.com/senna_barbearia_/,,
+55 28 99974-7914,Vila Velha,Glória,Barbearia do Fabrício,,,
+55 27 99819-5375,Vila Velha,Glória,Barbearia Junior,,,
+55 27 99510-0978,Vila Velha,Glória,Barbearia Dom Marques,https://www.instagram.com/barbearia_dommarques,,
undefined,Vila Velha,Glória,SADRAQUES BARBEARIA,,,
+55 27 99970-4300,Vila Velha,Glória,Vips barber shop,,,
+55 27 99611-0350,Vila Velha,Glória,Loja Universo dos Barbeiros,,,
+55 998249151,Vila Velha,Glória,Barbearia Carlos Lirio,http://www.facebook.com/barbearia.carloslirio,,
+55 27 99603-0575,Vila Velha,Glória,Barbearia The Barbie,,,
undefined,Vila Velha,Glória,Barbearia dos Cria,https://www.instagram.com/barbearia_doscria27/,,
+55 27 99617-6020,Vila Velha,Glória,Bonita que só ela Beauty Express | Unidade Glória VV,,,
+55 27 99838-7500,Vila Velha,Boa Vista II,Barbearia Dom Ventura,,,
+55 27 99644-4329,Vila Velha,Boa Vista II,Narbany Barbearia,,,
+55 27 99241-6151,Vila Velha,Boa Vista II,Barbearia O Masculino,,,
+55 27 99732-1778,Vila Velha,Boa Vista II,Alex Do Corte,,,
+55 999526346,Vila Velha,Boa Vista II,Barbearia Stylus Adriano,,,
+55 27 99201-0163,Vila Velha,Boa Vista II,VikingZ Barber-shop,,,
+55 85 98726-7905,Vila Velha,Boa Vista II,Pires barbearia,,,
+55 27 99748-7456,Vila Velha,Boa Vista II,Barbearia do Diego,,,
undefined,Vila Velha,Boa Vista II,Barbería Amaral,,,
+55 27 99918-6379,Vila Velha,Boa Vista II,Barbearia Vila Velha | The Barber House,,,
undefined,Vila Velha,Boa Vista II,Barbearia Do Dinho,,,
undefined,Vila Velha,Boa Vista II,Wg Barbearia,,,
+55 27 99647-5954,Vila Velha,Santa Mônica,Barbearia Gonçalves,,,
+55 27 99737-2702,Vila Velha,Santa Mônica,Camarote Do Corte,https://www.facebook.com/Camarotedocorte1/,,
+55 27 99575-9481,Vila Velha,Santa Mônica,Stilu's Barbearia,,,
+55 27 99909-8141,Vila Velha,Santa Mônica,New face barbearia,https://www.instagram.com/new_face_barbershop?igsh=eWtpNnpqOHFxN2M3,,
+55 27 98812-0385,Vila Velha,Santa Mônica,Barbearia Tikin do corte,,,
+55 27 99519-3624,Vila Velha,Santa Mônica,Barba Rara,,,
+55 27 99910-6561,Vila Velha,Santa Mônica,Barbearia Titan,,,
undefined,Vila Velha,Santa Mônica,Salão E Barbearia Unissex André Almeida,,,
+55 27 99959-9316,Vila Velha,Santa Mônica,Hallef barber,,,
+55 27 99883-9673,Vila Velha,Santa Mônica,Barbearia e Studio JH,,,
+55 27 99500-6026,Vila Velha,Santa Mônica,"Barbearia Seu Ambrósio - Santa Mônica Vila Velha - Qualidade Garantida, Preços Incríveis",https://www.instagram.com/seuambrosio_barbearia,,
undefined,Vila Velha,Santa Mônica,"Mazin""Do""Corte",,,
undefined,Vila Velha,Santa Mônica,Checkmate Barbearia,,,
+55 27 99864-4218,Vila Velha,Santa Mônica,Barbearia NB - Barbaterapia,,,
+55 27 99951-4409,Vila Velha,Santa Mônica,BARBEIRO.COM_ITAPARICA,,,
